frame_idx,video_time_s,imu_time_s,roll_deg,pitch_deg,yaw_deg,roll_deg_raw,pitch_deg_raw
101,3.3735919454198235,8.683591945419824,6.212806638743043,-81.76644649246569,92.1489822775527,6.245768308324792,-81.92205629290739
102,3.406993845869525,8.716993845869524,6.014696867932367,-81.79457375819676,92.03653415639452,6.147556853465216,-81.83737462506707
103,3.440395746319226,8.750395746319226,5.798941571139188,-81.82221173765666,90.89865569795452,7.17447753032498,-81.79177317425497
104,3.4737976467689275,8.783797646768928,5.565784801034267,-81.84934450406766,91.0431730806393,6.902813022391912,-81.77506579216806
105,3.5071995472186286,8.817199547218628,5.315520687030031,-81.87595686906334,91.15057774538975,6.437297574537765,-82.09863613101066
106,3.5406014476683296,8.850601447668328,5.048493653153912,-81.9020344462675,89.90968466868388,7.344359923059017,-82.16886373197364
107,3.574003348118031,8.88400334811803,4.7650985042582334,-81.92756371024062,88.76636521696388,8.218328178772937,-82.20606235048842
108,3.607405248567732,8.917405248567732,4.465780377889169,-81.95253204902787,90.18695861023215,6.734207351868787,-82.18216241264074
109,3.6408071490174336,8.950807149017432,4.151034554599202,-81.97692780844683,90.20007166635534,6.36900302790027,-82.37637303670398
110,3.674209049467135,8.984209049467134,3.8214061159066097,-82.00074032670861,90.12834841050258,6.0572232536315305,-82.45354832195873
111,3.707610949916836,9.017610949916836,3.477489437455969,-82.02395995880681,90.25923824276424,5.805321670374041,-82.26376952036486
112,3.741012850366537,9.051012850366536,3.1199275042271637,-82.04657809091626,90.44620937156468,5.394229093957309,-82.15532397529255
113,3.7744147508162382,9.084414750816238,2.7494110340361124,-82.0685871455213,90.57786217760447,5.033030744124383,-82.33406790000176
114,3.80781665126594,9.11781665126594,2.3666773950706617,-82.08998057819066,89.83609620719638,5.572252610722712,-82.2386416631151
115,3.8412185517156407,9.15121855171564,1.9725093031467265,-82.11075286695731,87.88350812524335,6.981211937799566,-82.33911064670644
116,3.8746204521653422,9.184620452165342,1.5677332842112086,-82.13089949521911,86.51034266831464,7.958974656694486,-82.27155270040154
117,3.9080223526150433,9.218022352615042,1.153217886452226,-82.15041692904556,85.26308624871348,8.938539064588419,-82.23198034429545
118,3.9414242530647448,9.251424253064744,0.7298716247517286,-82.16930258982539,85.44558321463833,8.442255862918579,-82.18900706875812
119,3.974826153514446,9.284826153514445,0.2986406396753647,-82.1875548232091,86.19072134817027,7.631934734574658,-82.2244534698647
120,4.008228053964147,9.318228053964146,-0.1394939456228354,-82.20517286513359,86.22834552695946,7.312050269542504,-82.16611844581092
121,4.041629954413848,9.351629954413848,-0.5835189852283132,-82.22215680543924,86.74088292887222,6.723770811512602,-82.13584486729867
122,4.07503185486355,9.385031854863549,-1.0323925990305547,-82.23850754945754,89.8879136803464,3.706797515130386,-81.97505093794972
123,4.108433755313251,9.41843375531325,-1.485047794729347,-82.25422677802625,90.95757309285736,2.572377120551016,-82.1309233204319
124,4.141835655762952,9.451835655762952,-1.9403964136288367,-82.26931690646471,90.7856683272467,2.551317772005839,-82.03792422136732
125,4.175237556212653,9.485237556212653,-2.397333377952973,-82.28378104293867,91.79541106097628,1.4314353043234591,-82.18766037723155
126,4.208639456662354,9.518639456662353,-2.85474121591368,-82.29762294646203,92.8912648425685,0.106107232673357,-82.23961989692037
127,4.242041357112056,9.552041357112056,-3.3114948431887226,-82.31084698471678,93.23209529149244,-0.359836088450595,-82.29121716537938
128,4.275443257561757,9.585443257561757,-3.766466574565419,-82.32345809194815,95.75579245070617,-2.936044369405197,-82.3566800137808
129,4.308845158011458,9.618845158011457,-4.218531327700632,-82.3354617272614,96.93621141939376,-4.156243409881611,-82.40053092279302
130,4.342247058461159,9.65224705846116,-4.666571966983071,-82.34686383357243,97.49044031529483,-4.760644947317548,-82.34528769902867
131,4.37564895891086,9.68564895891086,-5.109484725620362,-82.35767079729342,100.7461767837902,-7.753066026127775,-82.43600428962704
132,4.409050859360562,9.71905085936056,-5.546184640574556,-82.36788940876995,102.4207266686354,-9.473056679511592,-82.41873841871272
133,4.442452759810263,9.752452759810264,-5.97561092831596,-82.37752682359213,103.19295801466484,-10.426390948255804,-82.68551852016972
134,4.475854660259964,9.785854660259965,-6.396732219691402,-82.38659052502733,105.0792666978215,-12.159702761479892,-82.36889561871247
135,4.509256560709665,9.819256560709665,-6.808551572771008,-82.39508828786008,107.9382060690856,-14.752961903498363,-82.59588225675505
136,4.542658461159367,9.852658461159368,-7.210111189756505,-82.40302814391703,107.51344520168486,-14.41328286318194,-82.46211224637244
137,4.576060361609068,9.886060361609069,-7.60049676887635,-82.41041834953461,108.50465270562808,-15.134977919644069,-82.41218605928876
138,4.609462262058769,9.919462262058769,-7.978841436347117,-82.41726735518563,110.956710701833,-17.305925380861588,-82.35029269268368
139,4.64286416250847,9.952864162508469,-8.344329234037795,-82.4235837774466,110.9652164167256,-17.396357732334753,-82.40753070384656
140,4.676266062958171,9.98626606295817,-8.696198168278638,-82.42937637350701,111.75430207539068,-17.964861640843647,-82.12749420644784
141,4.709667963407873,10.019667963407873,-9.033742839592016,-82.43465401847759,112.99418562633552,-19.162179257664388,-82.32874994976137
142,4.743069863857574,10.053069863857573,-9.356316675856595,-82.43942568577579,111.47481443321792,-17.83733545118024,-82.29429672774828
143,4.776471764307275,10.086471764307277,-9.663333790835871,-82.44370043074925,112.23940350878186,-18.57539089820134,-82.3689350922763
144,4.809873664756976,10.119873664756977,-9.95427048911068,-82.44748737742665,112.19423343225968,-18.552055486195776,-82.3562496632926
145,4.843275565206677,10.153275565206677,-10.22866643752372,-82.45079570807803,110.6275698200036,-16.910771771368825,-82.18867626542117
146,4.876677465656379,10.18667746565638,-10.48612552227587,-82.45363465533136,110.90763527012056,-17.169535971703205,-82.46691065730178
147,4.91007936610608,10.22007936610608,-10.726316409813329,-82.45601349680499,109.2062184605351,-15.527481700532409,-82.3750117277107
148,4.943481266555781,10.25348126655578,-10.948972828615178,-82.45794155233067,108.26358636867803,-14.687218039533064,-82.48618670817388
149,4.976883167005482,10.28688316700548,-11.153893587936649,-82.45942818382831,110.67386688152526,-16.832607203183294,-82.37391900665185
150,5.010285067455183,10.320285067455185,-11.340942348488651,-82.46048279782862,109.7650827175511,-16.15739690083468,-82.30981638288873
151,5.043686967904885,10.353686967904885,-11.510047158942582,-82.46111485051719,108.88251511119007,-14.940459158733308,-82.28579126809133
152,5.077088868354586,10.387088868354583,-11.661199771045355,-82.46133385500212,109.67249051318925,-16.03457323633862,-82.6180584190762
153,5.110490768804287,10.420490768804289,-11.794454745017104,-82.46114939041817,110.4487862496527,-16.909038739237765,-82.45630629433079
154,5.143892669253988,10.453892669253989,-11.909928355786835,-82.460571112569,110.20578315680318,-16.455905627610527,-82.45501160595994
155,5.17729456970369,10.487294569703687,-12.00779730950369,-82.45960876595672,109.37471435693529,-15.73670223367095,-82.43920979999923
156,5.210696470153391,10.520696470153393,-12.088297278647136,-82.45827219707051,109.34013545787474,-15.718067875279369,-82.52442976006154
157,5.244098370603092,10.554098370603093,-12.151721262952355,-82.45657136869225,110.04684744768298,-16.35403702344768,-82.56749619731814
158,5.277500271052793,10.587500271052791,-12.19841778227089,-82.45451637488634,108.60203847286591,-14.979223246178286,-82.67390287874649
159,5.310902171502494,10.620902171502491,-12.228788906405182,-82.45211745637859,109.70052818768212,-15.895939928359336,-82.64370792303377
160,5.344304071952196,10.654304071952197,-12.243288125892253,-82.44938501611298,110.41857166649773,-16.68923160553916,-82.5960789796649
161,5.377705972401897,10.687705972401895,-12.2424180666702,-82.44632963481025,109.8655459669132,-15.85897842529185,-82.45458389521463
162,5.411107872851598,10.721107872851595,-12.226728050544446,-82.44296208634927,110.68553962361077,-16.59394013495083,-82.41526236911295
163,5.4445097733013,10.7545097733013,-12.196811502382417,-82.43929335278695,109.13855427577585,-15.005703305088408,-82.50335049319527
164,5.4779116737510005,10.787911673751,-12.153303204007871,-82.43533463882493,109.53892697737491,-15.6059810133492,-82.71616627125547
165,5.5113135742007024,10.8213135742007,-12.09687639411057,-82.43109738552059,110.01997321572324,-15.92532669916141,-82.56007994192369
166,5.544715474650404,10.854715474650405,-12.028239714424656,-82.42659328304438,107.76413833807572,-13.536866303972651,-82.49735173679787
167,5.5781173751001045,10.888117375100103,-11.948134006448353,-82.42183428234601,108.09471614441884,-13.892139879676192,-82.53401873559675
168,5.611519275549806,10.921519275549803,-11.857328968349146,-82.41683260569995,108.16873880521376,-13.912756363996817,-82.59130915271294
169,5.644921175999507,10.954921175999504,-11.756619684690074,-82.41160075614302,107.1160520100695,-12.78491218319703,-82.53129856076676
170,5.6783230764492085,10.988323076449207,-11.646823043068808,-82.40615152571954,107.18756481759368,-12.634174011748222,-82.41164348080318
171,5.71172497689891,11.02172497689891,-11.528774054264982,-82.40049800230533,107.11667718039152,-12.651553740916238,-82.4986419080795
172,5.745126877348611,11.05512687734861,-11.40332209264898,-82.3946535746982,106.16902753266032,-11.859484077097203,-82.47086732725559
173,5.778528777798312,11.088528777798311,-11.271327069119438,-82.38863193563532,106.23847631534024,-11.56613710939128,-82.19071227960436
174,5.811930678248013,11.121930678248011,-11.133655545363956,-82.38244708238517,106.82273075907274,-12.14808149225184,-82.40623444723946
175,5.845332578697715,11.155332578697712,-10.991176800429873,-82.37611331455014,104.4232392261794,-9.93730554120764,-82.47848274495834
176,5.878734479147416,11.188734479147415,-10.844758869760684,-82.3696452287041,102.49658605838874,-8.059159473709254,-82.64310911329133
177,5.912136379597117,11.222136379597115,-10.695264594402232,-82.36305770947997,101.36770665168176,-7.261518619950972,-82.64272278122021
178,5.945538280046818,11.255538280046816,-10.543547735543358,-82.35636591673585,102.44316379149458,-8.339960594411403,-82.55471789544478
179,5.97894018049652,11.28894018049652,-10.39044921190226,-82.34958526853664,100.45596655187433,-6.23247291327551,-82.45312439816944
180,6.012342080946221,11.32234208094622,-10.236793506244103,-82.34273141989127,99.13113201541846,-5.259599140817385,-82.65058530910821
181,6.045743981395922,11.35574398139592,-10.083385276269835,-82.33582023729541,100.51066698386812,-6.3921277652685005,-82.22840403172506
182,6.079145881845623,11.38914588184562,-9.931006197006557,-82.32886776901125,97.62923859607496,-3.507441862442392,-82.22949062135628
183,6.112547782295324,11.422547782295323,-9.780412052128666,-82.32189021082377,99.13013812034656,-4.791225934993498,-82.31516953251948
184,6.145949682745026,11.455949682745024,-9.632330081149062,-82.314903867011,94.54530525530868,-0.9188767607942732,-82.59237475797771
185,6.179351583194727,11.489351583194724,-9.487456580994117,-82.30792510660713,95.96808613789558,-2.192937122316326,-82.2157531151925
186,6.212753483644428,11.522753483644427,-9.346454755235172,-82.30097031561522,96.18989751911984,-2.119476378861844,-82.17501357083131
187,6.246155384094129,11.55615538409413,-9.209952802179512,-82.29405584624324,94.08879354175092,-0.5203510362267061,-82.61636223718654
188,6.27955728454383,11.58955728454383,-9.078542232808672,-82.28719796433408,91.4126338960014,1.5054129166451176,-82.51539407033106
189,6.312959184993532,11.622959184993531,-8.95277640979203,-82.28041279627267,93.94338760635212,-0.4562937800419492,-81.75088514709283
190,6.346361085443233,11.656361085443232,-8.833169299082709,-82.2737162768349,93.98667801549314,-0.395290860986302,-82.06385866986268
191,6.379762985892934,11.689762985892934,-8.720194425918958,-82.26712409923894,92.76811109779273,0.3544547486429815,-82.07797319615018
192,6.413164886342635,11.723164886342634,-8.61428402740457,-82.26065166798074,90.70254452890012,2.386663592963313,-82.10816103427283
193,6.446566786792336,11.756566786792336,-8.515828394224524,-82.25431405440224,89.3993703128016,3.275832217758545,-82.34437471885248
194,6.479968687242038,11.789968687242038,-8.425175394464068,-82.2481259547314,88.44770136203478,3.976693729486736,-82.20503787499788
195,6.513370587691739,11.823370587691738,-8.34263017293847,-82.24210165044231,88.78618548884461,3.4993891259936643,-82.09950806873728
196,6.54677248814144,11.85677248814144,-8.268455019904001,-82.23625497091894,90.51121907487028,1.942901636328704,-81.93090502910032
197,6.580174388591141,11.890174388591142,-8.202869403505801,-82.23059925839796,88.5415135522987,3.5409658567926146,-82.13046496581487
198,6.613576289040843,11.923576289040842,-8.146050160822327,-82.22514733506875,87.55467526573521,4.312357289588307,-81.83277961234079
199,6.646978189490544,11.956978189490544,-8.098131842886596,-82.21991147218034,91.36405024758204,0.8262286419077609,-81.80184877250898
200,6.680380089940245,11.990380089940246,-8.059207209598549,-82.21490336107145,90.51687381306344,1.4599086462210182,-81.8386284755635
201,6.713781990389946,12.023781990389946,-8.02932787098815,-82.21013408608455,89.87223442076247,1.9769460295471537,-81.84163355678952
202,6.747183890839647,12.057183890839646,-8.008505071842448,-82.20561409930308,89.35904240977581,2.086689745784791,-82.12618621584748
203,6.780585791289349,12.09058579128935,-7.996710617269324,-82.20135319704394,90.76390444947984,0.6997811244513088,-81.96441764856465
204,6.81398769173905,12.12398769173905,-7.993877937333329,-82.19736049804457,91.36474498082328,0.1105006383441263,-81.9230626032324
205,6.847389592188751,12.15738959218875,-7.99990328946256,-82.1936444232309,93.83812368725144,-2.597453721595269,-82.48185866365802
206,6.880791492638452,12.190791492638452,-8.01464709788724,-82.1902126768679,93.16255945723118,-2.179632646742924,-81.82323061054525
207,6.914193393088153,12.224193393088154,-8.037935429928325,-82.18707222885806,95.10798127618766,-3.3317233379981075,-81.5616563489754
208,6.947595293537855,12.257595293537854,-8.069561609505753,-82.18422929797381,96.9287472917129,-5.364925406797744,-81.84387577474921
209,6.980997193987556,12.290997193987556,-8.109287968778508,-82.18168933586082,97.2936688594218,-5.808144621642359,-81.98381827077827
210,7.014399094437257,12.324399094437258,-8.156847738790987,-82.1794570117242,96.5074104615136,-4.959416481234312,-81.88036143603827
211,7.047800994886958,12.357800994886958,-8.211947077101206,-82.17753619778235,98.61227275757516,-6.9765443016611774,-81.88055939900232
212,7.081202895336659,12.391202895336658,-8.274267222287591,-82.17592995584867,99.09687922129828,-7.5988733057134095,-82.05761673969158
213,7.114604795786361,12.424604795786362,-8.343466753005332,-82.17464052557065,101.31999472165634,-9.342534186634197,-81.73877585632884
214,7.148006696236062,12.458006696236062,-8.419183915685585,-82.17366931476772,101.4353026365365,-9.891803917859468,-82.46250340374732
215,7.181408596685763,12.491408596685762,-8.501038974493646,-82.17301689213794,100.8301828175826,-9.423650488019351,-82.28348076339758
216,7.214810497135464,12.524810497135464,-8.588636538264804,-82.17268298250652,101.20101276955089,-9.59457686080139,-82.17485216978031
217,7.248212397585166,12.558212397585166,-8.68156783336884,-82.17266646471457,103.54072576222885,-11.639920988092015,-82.20803817185241
218,7.281614298034867,12.591614298034866,-8.779412906330332,-82.17296537216873,102.76149863148864,-11.319817711344594,-82.76963205102018
219,7.315016198484568,12.625016198484568,-8.881742745811346,-82.17357689603116,101.21613267520787,-10.11099597971775,-82.78615279068396
220,7.348418098934269,12.65841809893427,-8.98812131299454,-82.17449739098667,102.65452442942008,-11.20394195018932,-82.25463087053741
221,7.38181999938397,12.69181999938397,-9.098107467622166,-82.17572238343622,104.57756573378435,-12.722124684735643,-82.14074422059058
222,7.415221899833672,12.725221899833672,-9.21125677681733,-82.17724658186089,104.07267149068456,-12.45167492334743,-82.17922526927899
