time,seconds_elapsed,z,y,x
1788093356094751700,0.103751708984375,-0.631248414516449,9.785569190979004,0.1206439882516861
1788093356104814800,0.11381494140625,1.6546019315719604,9.661686897277832,-0.29066184163093567
1788093356114878000,0.1238779296875,1.8311480283737183,9.634140968322754,-0.0249905027449131
1788093356135004000,0.14400390625,2.3163692951202393,9.528547286987305,-0.10773252695798874
1788093356145067300,0.1540673828125,2.1787118911743164,9.560831069946289,-0.11874393373727798
1788093356155130400,0.16413037109375,1.9331327676773071,9.611855506896973,-0.21361631155014038
1788093356165193500,0.174193359375,1.9193631410598755,9.614029884338379,-0.23845982551574707
1788093356175256600,0.184256591796875,2.132211923599243,9.564703941345215,-0.3748190402984619
1788093356185319700,0.194319580078125,2.088562488555908,9.569734573364258,-0.4779853820800781
1788093356195382800,0.2043828125,2.1069884300231934,9.565094947814941,-0.4898490905761719
1788093356205446000,0.21444580078125,2.1695456504821777,9.550466537475586,-0.5020413398742676
1788093356215509000,0.224509033203125,1.9731614589691162,9.59057331085205,-0.5458359718322754
1788093356225572000,0.234572021484375,1.9280143976211548,9.60139274597168,-0.5161435604095459
1788093356235635200,0.24463525390625,1.9401698112487793,9.60158634185791,-0.46441349387168884
1788093356245698300,0.2546982421875,2.0829176902770996,9.572502136230469,-0.44614851474761963
1788093356255761400,0.264761474609375,2.0877530574798584,9.571306228637695,-0.44918352365493774
1788093356265824800,0.27482470703125,2.110687255859375,9.566339492797852,-0.44778382778167725
1788093356275887900,0.284887939453125,2.076892614364624,9.573525428771973,-0.4522427022457123
1788093356285951000,0.294950927734375,2.0547471046447754,9.579339981079102,-0.4297095835208893
1788093356296014000,0.30501416015625,1.9713397026062012,9.596242904663086,-0.44308632612228394
1788093356306077200,0.3150771484375,1.9944037199020386,9.591301918029785,-0.446848064661026
1788093356316140300,0.325140380859375,2.062985420227051,9.577374458312988,-0.4340239465236664
1788093356326203400,0.335203369140625,2.085871934890747,9.57275390625,-0.42650502920150757
1788093356336266500,0.3452666015625,2.0689005851745605,9.575776100158691,-0.4410940408706665
1788093356346329600,0.35532958984375,2.0503923892974854,9.579265594482422,-0.45161935687065125
1788093356356392700,0.365392822265625,2.0270321369171143,9.584455490112305,-0.4469166100025177
1788093356366455800,0.375455810546875,1.9718307256698608,9.596660614013672,-0.4317310154438019
1788093356376519000,0.385518798828125,1.958611011505127,9.599581718444824,-0.4269261956214905
1788093356386582300,0.395582275390625,1.9593138694763184,9.599820137023926,-0.4182532727718353
1788093356396645400,0.405645263671875,2.044079542160034,9.58236026763916,-0.41292324662208557
1788093356406708500,0.41570849609375,2.055511236190796,9.581432342529297,-0.3760535418987274
1788093356416771300,0.425771240234375,2.049417734146118,9.583239555358887,-0.3630191683769226
1788093356426834400,0.43583447265625,2.0079379081726074,9.593048095703125,-0.33465835452079773
1788093356436897800,0.445897705078125,1.980718731880188,9.598995208740234,-0.3262406885623932
1788093356446961000,0.4559609375,1.9678449630737305,9.602239608764648,-0.30814921855926514
1788093356457024000,0.46602392578125,1.9641661643981934,9.60329532623291,-0.29859891533851624
1788093356467087000,0.476087158203125,2.0100460052490234,9.593457221984863,-0.30928835272789
1788093356477150200,0.486150146484375,2.020493268966675,9.591629981994629,-0.29768243432044983
1788093356487213300,0.49621337890625,2.049745798110962,9.58517837524414,-0.3053964674472809
1788093356497276400,0.5062763671875,2.0347416400909424,9.588455200195312,-0.3028954863548279
1788093356507339500,0.516339599609375,2.02388072013855,9.590561866760254,-0.3089047372341156
1788093356517402600,0.526402587890625,1.995016098022461,9.596476554870605,-0.31295934319496155
1788093356527465700,0.5364658203125,1.9808416366577148,9.599352836608887,-0.3148026466369629
1788093356537528800,0.54652880859375,1.9677823781967163,9.6021146774292,-0.3124160170555115
1788093356547592000,0.556592041015625,2.001746892929077,9.595036506652832,-0.31414133310317993
1788093356557655300,0.5666552734375,2.0141236782073975,9.592985153198242,-0.29721543192863464
1788093356567718400,0.576718505859375,2.0488524436950684,9.585493087768555,-0.3014987111091614
1788093356577781500,0.586781494140625,2.061523199081421,9.583050727844238,-0.2926599383354187
1788093356587844600,0.5968447265625,2.042971134185791,9.587072372436523,-0.2910209894180298
1788093356597907700,0.60690771484375,2.0076749324798584,9.594460487365723,-0.2932022213935852
1788093356607970800,0.616970703125,2.0024149417877197,9.595297813415527,-0.3016206920146942
1788093356618034000,0.627033935546875,2.0070242881774902,9.594549179077148,-0.294722318649292
1788093356628097000,0.637096923828125,2.015707492828369,9.592339515686035,-0.3071812391281128
1788093356638160100,0.64716015625,2.026819944381714,9.590001106262207,-0.30704692006111145
1788093356648223200,0.65722314453125,2.018017053604126,9.592010498046875,-0.3022211194038391
1788093356658286300,0.667286376953125,2.045060634613037,9.586320877075195,-0.30092668533325195
