time,seconds_elapsed,z,y,x
1788093356094751700,0.103751708984375,0,0,0
1788093356104814800,0.11381494140625,2.2974493503570557,0.1854257583618164,-0.40649545192718506
1788093356114878000,0.1238779296875,0.18157732486724854,-0.9614582061767578,0.5649307370185852
1788093356135004000,0.14400390625,1.331408977508545,-0.4886026382446289,0.1306072175502777
1788093356145067300,0.1540673828125,-0.7821850776672363,-0.5197296142578125,0.04892386496067047
1788093356155130400,0.16413037109375,-1.2773325443267822,1.8028373718261719,-0.5241913199424744
1788093356165193500,0.174193359375,-0.2650214433670044,-0.7594995498657227,-0.03905634582042694
1788093356175256600,0.184256591796875,1.7001020908355713,-0.512059211730957,-1.0208503007888794
1788093356185319700,0.194319580078125,-0.40455400943756104,0.16356372833251953,-0.9038894176483154
1788093356195382800,0.2043828125,0.21838665008544922,0.06474018096923828,-0.11988115310668945
1788093356205446000,0.21444580078125,1.0950915813446045,0.6243476867675781,-0.20191681385040283
1788093356215509000,0.224509033203125,-2.622389316558838,-0.4719715118408203,-0.5575513243675232
1788093356225572000,0.234572021484375,-0.5554014444351196,1.6406259536743164,0.23139429092407227
1788093356235635200,0.24463525390625,-0.15164244174957275,-1.2806167602539062,0.8366758227348328
1788093356245698300,0.2546982421875,2.288137435913086,-0.0934133529663086,0.2764798700809479
1788093356255761400,0.264761474609375,-0.02518773078918457,-0.6805706024169922,0.04188457131385803
1788093356265824800,0.27482470703125,0.7074472904205322,0.9708719253540039,-0.041491538286209106
1788093356275887900,0.284887939453125,-0.5652602910995483,-0.30127429962158203,-0.04886797070503235
1788093356285951000,0.294950927734375,-0.24082231521606445,0.6555156707763672,0.4552454948425293
1788093356296014000,0.30501416015625,-1.9587141275405884,-0.029859542846679688,-0.23943379521369934
1788093356306077200,0.3150771484375,0.2775458097457886,0.2708282470703125,-0.161993145942688
1788093356316140300,0.325140380859375,1.7086536884307861,-0.39287662506103516,0.28574270009994507
1788093356326203400,0.335203369140625,0.535987377166748,-0.8917179107666016,0.2097943127155304
1788093356336266500,0.3452666015625,-0.12217426300048828,0.5942096710205078,-0.43385186791419983
