time,seconds_elapsed,z,y,x
1788093356135004000,0.14400390625,-0.15210533142089844,0.04001164436340332,0.231212317943573
1788093356145067300,0.1540673828125,-0.18631376326084137,0.10323614627122879,0.10415244847536087
1788093356155130400,0.16413037109375,-0.10476330667734146,0.08857539296150208,-0.24404047429561615
1788093356165193500,0.174193359375,-0.1649334877729416,0.08429934084415436,-0.02412915788590908
1788093356175256600,0.184256591796875,-0.11362084746360779,-0.15515965223312378,0.05222893878817558
1788093356185319700,0.194319580078125,-0.034208428114652634,-0.0015271619195118546,-0.050090912729501724
1788093356195382800,0.2043828125,-0.02718348242342472,-0.057726722210645676,0.010995565913617611
1788093356205446000,0.21444580078125,-0.0030543238390237093,-0.07269290834665298,0.21319180727005005
1788093356215509000,0.224509033203125,0.0668896958231926,0.009162971749901772,-0.06444623321294785
1788093356225572000,0.234572021484375,0.051618073135614395,0.019242240116000175,-0.21807873249053955
1788093356235635200,0.24463525390625,-0.03329212963581085,0.06597339361906052,-0.0513126403093338
1788093356245698300,0.2546982421875,-0.041844237595796585,-0.07941242307424545,0.05955931544303894
1788093356255761400,0.264761474609375,-0.04764745384454727,0.010079269297420979,0.02260199747979641
1788093356265824800,0.27482470703125,-0.012522728182375431,-0.048563748598098755,0.05070177838206291
1788093356275887900,0.284887939453125,-0.013133592903614044,0.02260199747979641,0.06994401663541794
1788093356285951000,0.294950927734375,-0.046425722539424896,-0.025961752980947495,0.029932374134659767
1788093356296014000,0.30501416015625,-0.0021380267571657896,0.06230820715427399,-0.11484257876873016
1788093356306077200,0.3150771484375,0.029626941308379173,0.033597562462091446,-0.13958260416984558
1788093356316140300,0.325140380859375,-0.003665188793092966,0.0412333719432354,0.09498947113752365
1788093356326203400,0.335203369140625,-0.018325943499803543,-0.025350889191031456,0.07635809481143951
1788093356336266500,0.3452666015625,0.011911863461136818,-0.01435532234609127,0.06750056147575378
1788093356346329600,0.35532958984375,0.10415244847536087,-0.056810423731803894,0.07941242307424545
1788093356356392700,0.365392822265625,0.11728604137897491,0.05436696484684944,0.1380554437637329
1788093356366455800,0.375455810546875,0.08949168771505356,-0.01282816007733345,-0.026572618633508682
1788093356376519000,0.385518798828125,0.16523891687393188,-0.021685699000954628,-0.12003492563962936
1788093356386582300,0.395582275390625,0.07422006875276566,-0.057726722210645676,-0.18081597983837128
1788093356396645400,0.405645263671875,0.1444695144891739,-0.1542433500289917,0.11087195575237274
1788093356406708500,0.41570849609375,0.03237583488225937,-0.09468404203653336,0.129197895526886
1788093356416771300,0.425771240234375,0.07116574794054031,-0.07330377399921417,0.1029307171702385
1788093356426834400,0.43583447265625,0.05497783049941063,-0.029016077518463135,0.04917461425065994
1788093356436897800,0.445897705078125,0.011300998739898205,0.03848448023200035,-0.0974329337477684
1788093356446961000,0.4559609375,0.005192350596189499,0.06200277432799339,-0.008246674202382565
1788093356457024000,0.46602392578125,-0.06750056147575378,0.07147117704153061,-0.0818558782339096
1788093356467087000,0.476087158203125,0.001221729558892548,-0.07422006875276566,-0.11514800786972046
1788093356477150200,0.486150146484375,-0.04764745384454727,-0.036651886999607086,0.0256563201546669
1788093356487213300,0.49621337890625,-0.08826996386051178,-0.018325943499803543,0.06230820715427399
1788093356497276400,0.5062763671875,-0.05192350596189499,-0.03298669680953026,0.043371398001909256
1788093356507339500,0.516339599609375,-0.010690134018659592,-0.008246674202382565,0.04245510324835777
1788093356517402600,0.526402587890625,0.009773836471140385,0.01954767294228077,0.001221729558892548
1788093356527465700,0.5364658203125,0.026878049597144127,0.006719512399286032,-0.05070177838206291
1788093356537528800,0.54652880859375,0.02779434807598591,0.01802051067352295,-0.07635809481143951
1788093356547592000,0.556592041015625,0.03909534588456154,-0.13683371245861053,-0.12644900381565094
1788093356557655300,0.5666552734375,-0.035735588520765305,-0.13988803327083588,-0.10018182545900345
1788093356567718400,0.576718505859375,-0.04764745384454727,-0.02779434807598591,0.008246674202382565
1788093356577781500,0.586781494140625,-0.0616973415017128,-0.04459312930703163,0.20433427393436432
1788093356587844600,0.5968447265625,-0.032681263983249664,-0.0204639695584774,0.11453714966773987
1788093356597907700,0.60690771484375,0.000610864779446274,0.05925388261675835,-0.04764745384454727
1788093356607970800,0.616970703125,-0.023212861269712448,0.02871064469218254,-0.18356487154960632
1788093356618034000,0.627033935546875,-0.04520399495959282,-0.011911863461136818,0.09346231073141098
1788093356628097000,0.637096923828125,-0.029626941308379173,-0.001832594396546483,0.030543239787220955
1788093356638160100,0.64716015625,0.036651886999607086,-0.164322629570961,-0.053145237267017365
1788093356648223200,0.65722314453125,-0.061391908675432205,-0.12247838824987411,-0.11942406743764877
1788093356658286300,0.667286376953125,-0.04917461425065994,-0.04550942778587341,0.04062250629067421
1788093356668349400,0.677349365234375,-0.06291907280683517,0.014660755172371864,0.09651663154363632
1788093356678412500,0.68741259765625,-0.021380268037319183,-0.0027488914784044027,0.12461641430854797
