time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1788093674493902000,318.5029020996094,0.2075594961643219,0.2301386445760727,0.5969579219818115,0.7399976253509521,0.47294726967811584,-1.3656433820724487,-0.1598263680934906
1788093674524320500,318.5333205566406,0.20610348880290985,0.23051929473876953,0.5970339179039001,0.7402247786521912,0.4844812750816345,-1.3650082349777222,-0.1467052698135376
1788093674534535700,318.54353564453123,0.20548905432224274,0.2303898185491562,0.597204327583313,0.7402984499931335,0.4873282313346863,-1.3650269508361816,-0.14274531602859497
1788093674544776000,318.55377587890627,0.20555582642555237,0.23055757582187653,0.5968747735023499,0.7404934167861938,0.48758193850517273,-1.3642674684524536,-0.14286792278289795
1788093674554991000,318.5639912109375,0.2052127867937088,0.2306346893310547,0.5975036025047302,0.7400572896003723,0.4914795160293579,-1.3656548261642456,-0.13852576911449432
1788093674565231400,318.5742314453125,0.20506606996059418,0.23152457177639008,0.5981524586677551,0.7392956018447876,0.5008379220962524,-1.36736261844635,-0.13022178411483765
1788093674585762300,318.59476220703124,0.20566703379154205,0.2310948222875595,0.5984373688697815,0.7390324473381042,0.4945649206638336,-1.3683940172195435,-0.13671647012233734
1788093674606025000,318.61502490234375,0.20523233711719513,0.23080110549926758,0.5972663760185242,0.7401915192604065,0.49217477440834045,-1.3650983572006226,-0.13812752068042755
1788093674636670500,318.64567041015624,0.20370130240917206,0.2308729887008667,0.596320629119873,0.7413535714149475,0.4993184506893158,-1.3617397546768188,-0.12891550362110138
1788093674698061800,318.7070617675781,0.2004396915435791,0.23119549453258514,0.5956975817680359,0.7426418662071228,0.5183070302009583,-1.3580818176269531,-0.10565908253192902
1788093674779638300,318.7886381835938,0.19975359737873077,0.22980067133903503,0.5948265194892883,0.7439566850662231,0.5092980265617371,-1.3552391529083252,-0.1116572692990303
1788093674841079800,318.85007983398435,0.19882266223430634,0.229696124792099,0.5968067646026611,0.7426512837409973,0.5182378888130188,-1.3595777750015259,-0.10102206468582153
1788093674901770200,318.91077026367185,0.1971920281648636,0.22859378159046173,0.5950459837913513,0.7448358535766602,0.5143327116966248,-1.3539319038391113,-0.1010405644774437
1788093674912010500,318.9210104980469,0.1971893310546875,0.22818894684314728,0.5955617427825928,0.7445484399795532,0.5125039219856262,-1.3551669120788574,-0.10221859067678452
1788093674932491000,318.9414909667969,0.197240948677063,0.22762657701969147,0.5954494476318359,0.7447966933250427,0.5077023506164551,-1.3548409938812256,-0.10626913607120514
1788093674942756600,318.9517565917969,0.19704660773277283,0.22714194655418396,0.596763014793396,0.7439442873001099,0.508124053478241,-1.3579421043395996,-0.10472860187292099
1788093674952972000,318.9619719238281,0.1977211982011795,0.22696645557880402,0.5967348217964172,0.7438414692878723,0.5030372738838196,-1.3582851886749268,-0.11054839938879013
1788093674963212300,318.97221240234376,0.19822010397911072,0.2270260751247406,0.5967974066734314,0.7436402440071106,0.5009101629257202,-1.358774185180664,-0.11349230259656906
1788093674973452500,318.98245263671873,0.1979026049375534,0.2269565314054489,0.5980286002159119,0.7427564263343811,0.5049797296524048,-1.361655831336975,-0.10874881595373154
1788093675034866700,319.04386669921877,0.19808270037174225,0.22523798048496246,0.5971921682357788,0.743903636932373,0.48877641558647156,-1.359397292137146,-0.12273286283016205
1788093675085876200,319.0948762207031,0.1973893940448761,0.2249988168478012,0.5966486930847168,0.7445960640907288,0.48958471417427063,-1.3575512170791626,-0.12059608101844788
1788093675157385500,319.16638549804685,0.19999536871910095,0.22273759543895721,0.5975455045700073,0.7438610196113586,0.4594886302947998,-1.3610060214996338,-0.15109072625637054
1788093675229093000,319.23809301757814,0.2007170170545578,0.22091597318649292,0.596832811832428,0.7447814345359802,0.44018709659576416,-1.3592298030853271,-0.16881130635738373
1788093675290559700,319.2995598144531,0.20194125175476074,0.2187529057264328,0.5964696407318115,0.7453796863555908,0.4162343144416809,-1.3584692478179932,-0.19139012694358826
1788093675310687700,319.31968774414065,0.2021990716457367,0.21826699376106262,0.5961997509002686,0.7456681132316589,0.4107428193092346,-1.3577960729599,-0.19656436145305634
1788093675320928000,319.3299279785156,0.20213642716407776,0.2180919051170349,0.5961476564407349,0.74577796459198,0.40971118211746216,-1.3575838804244995,-0.19724872708320618
1788093675341433900,319.35043383789065,0.20146393775939941,0.21821315586566925,0.5956199169158936,0.7463459372520447,0.41376689076423645,-1.3559125661849976,-0.19242769479751587
1788093675351674000,319.3606740722656,0.20096324384212494,0.21775376796722412,0.596298336982727,0.746073305606842,0.4139982759952545,-1.3572503328323364,-0.19072046875953674
1788093675361939500,319.370939453125,0.20152656733989716,0.21774239838123322,0.5959124565124512,0.7462329268455505,0.4102415442466736,-1.3565679788589478,-0.19532255828380585
1788093675372120800,319.3811208496094,0.20133042335510254,0.21737951040267944,0.5964993238449097,0.7459227442741394,0.4093404710292816,-1.3578619956970215,-0.19534732401371002
1788093675382304800,319.3913046875,0.20194213092327118,0.21680592000484467,0.5968207120895386,0.7456672191619873,0.4018857777118683,-1.3588522672653198,-0.20282597839832306
1788093675423291400,319.43229150390624,0.20371860265731812,0.21701571345329285,0.5972438454627991,0.7447836995124817,0.39368438720703125,-1.3609130382537842,-0.21391884982585907
1788093675443746800,319.45274682617185,0.20263023674488068,0.21547751128673553,0.5964695811271667,0.7461464405059814,0.3875176012516022,-1.3579416275024414,-0.2162705659866333
1788093675514677500,319.5236774902344,0.20276100933551788,0.212515190243721,0.5974064469337463,0.7462109327316284,0.3652164936065674,-1.3595104217529297,-0.2343033403158188
1788093675586113300,319.59511328125,0.20580676198005676,0.2148137241601944,0.6023619771003723,0.740714967250824,0.3685108423233032,-1.3744057416915894,-0.2384917140007019
1788093675657821000,319.6668210449219,0.20483262836933136,0.21162471175193787,0.6002824306488037,0.7435855865478516,0.34787049889564514,-1.3675577640533447,-0.25314828753471375
1788093675729175300,319.7381752929688,0.20789937674999237,0.21226543188095093,0.6033299565315247,0.7400771379470825,0.33503925800323486,-1.3770047426223755,-0.27120518684387207
1788093675739415600,319.74841552734375,0.2071947455406189,0.2121976912021637,0.602962076663971,0.7405938506126404,0.3389013111591339,-1.3757179975509644,-0.2662326991558075
1788093675749681200,319.75868115234374,0.20681673288345337,0.21121636033058167,0.6030477285385132,0.7409101724624634,0.33346226811408997,-1.3754193782806396,-0.2696574926376343
1788093675759921400,319.7689213867188,0.20708993077278137,0.2098015993833542,0.6029604077339172,0.7413067817687988,0.32031816244125366,-1.3747934103012085,-0.2811220586299896
1788093675770187000,319.77918701171876,0.20837587118148804,0.20882254838943481,0.6026106476783752,0.7415072917938232,0.30417579412460327,-1.3740485906600952,-0.29774394631385803
1788093675780402400,319.78940234375,0.20966246724128723,0.20922771096229553,0.6014569997787476,0.7419669032096863,0.2991601824760437,-1.3717560768127441,-0.30534830689430237
1788093675841844200,319.85084423828124,0.2081010341644287,0.20882704854011536,0.600974977016449,0.74290931224823,0.305940717458725,-1.3697293996810913,-0.2957104444503784
1788093675882478000,319.89147802734374,0.21083584427833557,0.208205908536911,0.5995855927467346,0.7434350252151489,0.28416186571121216,-1.3669756650924683,-0.32072287797927856
1788093675913118000,319.9221179199219,0.21026611328125,0.2079944759607315,0.598090648651123,0.74485844373703,0.28645095229148865,-1.362836241722107,-0.31740400195121765
1788093675953695700,319.96269580078126,0.2115209400653839,0.20898593962192535,0.5964607000350952,0.7455322742462158,0.28665095567703247,-1.3595539331436157,-0.3206580877304077
1788093675994606600,320.00360668945314,0.2105880230665207,0.2052997350692749,0.5934829115867615,0.7491880655288696,0.26642411947250366,-1.3500211238861084,-0.3343249559402466
1788093676066268200,320.07526806640624,0.21204853057861328,0.2032473236322403,0.5933113694190979,0.7494715452194214,0.24364815652370453,-1.3491487503051758,-0.35624924302101135
1788093676127562500,320.1365625,0.2143469601869583,0.207113578915596,0.5949175357818604,0.7464800477027893,0.25673916935920715,-1.3557965755462646,-0.3521176278591156
1788093676137777700,320.1467775878906,0.2115306407213211,0.20544122159481049,0.5934820175170898,0.748884379863739,0.26201045513153076,-1.3504101037979126,-0.3403400778770447
1788093676158258200,320.1672580566406,0.20961914956569672,0.20364634692668915,0.5948924422264099,0.7487930059432983,0.25958916544914246,-1.3525511026382446,-0.3371691405773163
1788093676168498400,320.17749853515625,0.20919348299503326,0.20481093227863312,0.6003844738006592,0.744196891784668,0.2682291567325592,-1.3669674396514893,-0.32915839552879333
1788093676178738700,320.1877387695312,0.2130359411239624,0.2052481323480606,0.6037638783454895,0.7402418851852417,0.24471914768218994,-1.3771706819534302,-0.358720988035202
1788093676229587700,320.23858764648435,0.21306030452251434,0.20462022721767426,0.5972849130630493,0.7456451058387756,0.24470987915992737,-1.360255479812622,-0.3583655059337616
1788093676250068200,320.25906811523436,0.21280165016651154,0.20225919783115387,0.5969772338867188,0.7466089129447937,0.22928044199943542,-1.3582606315612793,-0.36995992064476013
1788093676321532000,320.33053198242186,0.21785081923007965,0.20267696678638458,0.5989232659339905,0.7434742450714111,0.19899339973926544,-1.3648831844329834,-0.4081719219684601
1788093676382974000,320.3919738769531,0.2148255854845047,0.2022686004638672,0.5968761444091797,0.7461073994636536,0.2171814739704132,-1.3586078882217407,-0.3850748538970947
1788093676413694700,320.42269482421875,0.22148136794567108,0.20277151465415955,0.6009517312049866,0.7407338619232178,0.1732008308172226,-1.3710191249847412,-0.43931928277015686
1788093676474588700,320.4835886230469,0.22375336289405823,0.20280151069164276,0.5967705845832825,0.7434183359146118,0.1662299931049347,-1.360913872718811,-0.45005306601524353
1788093676525815300,320.53481518554685,0.22462046146392822,0.20572273433208466,0.6009936332702637,0.7389387488365173,0.1746150702238083,-1.3735711574554443,-0.44690898060798645
1788093676536055600,320.5450556640625,0.22582387924194336,0.2059018760919571,0.599573016166687,0.739675760269165,0.17059721052646637,-1.3703328371047974,-0.4530947804450989
1788093676546220000,320.55521997070315,0.2258037030696869,0.20573915541172028,0.599172830581665,0.7400513291358948,0.17025446891784668,-1.36921226978302,-0.4532005488872528
1788093676556183600,320.56518359375,0.22608858346939087,0.2059130072593689,0.5990520715713501,0.7400137782096863,0.1699100285768509,-1.3690729141235352,-0.4542350172996521
1788093676576664000,320.5856640625,0.22682736814022064,0.2062484174966812,0.5977917909622192,0.7407131195068359,0.16991642117500305,-1.366234302520752,-0.45592668652534485
1788093676586904300,320.595904296875,0.22695615887641907,0.20688007771968842,0.5979591012001038,0.7403624057769775,0.1734185665845871,-1.3670639991760254,-0.4535335302352905
1788093676597119500,320.60611938476563,0.226875901222229,0.2080436795949936,0.5982946157455444,0.7397896647453308,0.18194358050823212,-1.3685832023620605,-0.4465774595737457
1788093676607385000,320.6163850097656,0.2263944149017334,0.2092132270336151,0.5990044474601746,0.739032506942749,0.19264782965183258,-1.370949149131775,-0.4368237555027008
1788093676648254000,320.65725390625,0.2271423637866974,0.21043026447296143,0.6003684401512146,0.7373487949371338,0.19473007321357727,-1.3753297328948975,-0.43753737211227417
1788093676699430400,320.70843041992185,0.22762317955493927,0.2115381360054016,0.5988066792488098,0.7381529808044434,0.20245057344436646,-1.3720954656600952,-0.4322974681854248
1788093676771112700,320.78011279296874,0.2262759506702423,0.2138158679008484,0.5984160900115967,0.7382276654243469,0.2291865050792694,-1.3719614744186401,-0.40695780515670776
1788093676822289200,320.8312890625,0.22452782094478607,0.2155027538537979,0.5982626676559448,0.7383952736854553,0.25371304154396057,-1.371880292892456,-0.38234278559684753
