frame,timestamp_s,gyro_x,gyro_y,gyro_z,gps_lat,gps_lon,gps_alt_m,speed_2d_mps,speed_3d_mps
0,0.0,0.2632587859440126,-0.3197018104461461,0.0230031948857187,17.432534714,78.370543466,557.51838,10.935279999999995,10.88799999999998
1,0.03333333333330302,-0.0623358182463323,1.1808306709155776,0.2564430244991115,17.432532480666666,78.37054603266667,557.5220466666667,10.940613333333324,10.921333333333274
2,0.06666666666660603,-0.1345402910963012,0.2804401846061306,0.2789492367730903,17.432530247333332,78.37054859933333,557.51634,10.9592666666666,10.932466666666656
3,0.10000000000002274,0.1171458998935037,-0.7720979765725392,0.2287539936111728,17.432528014,78.370551166,557.50734,10.982599999999984,10.935799999999997
4,0.13333333333332575,0.0631877884274049,0.8381256656017039,0.457933972310969,17.432525780666666,78.37055373266666,557.49834,11.005933333333292,10.939133333333327
5,0.16666666666662877,0.4969826056088037,-0.6574369897053604,-0.1402200922967695,17.432523572,78.37055627466667,557.4895866666667,10.998926666666703,10.957266666666618
6,0.20000000000004547,-0.0477103301374571,0.5169329073560301,-0.0553780617725841,17.432521372,78.370558808,557.48092,10.981259999999976,10.980600000000033
7,0.2333333333333485,-0.2346467873620548,1.1174298899524808,0.6613418530319475,17.432519172000003,78.37056134133334,557.4722533333334,10.963593333333309,11.003933333333364
8,0.2666666666666515,0.1990770323046781,-0.3843095491682685,-0.5285055023073079,17.432516972000002,78.37056394866667,557.46704,10.970100000000008,10.997666666666658
9,0.2999999999999545,0.0221512247076001,0.032800851968515,-0.2736954206590177,17.432514772,78.37056658200001,557.46304,10.98509999999999,10.98100000000001
10,0.33333333333337123,0.0061767838142664,0.3292154774535235,-0.3445509407126146,17.432512572,78.37056921533333,557.45904,11.000100000000025,10.964333333333306
11,0.36666666666667425,-0.0944266950664475,0.1990060347959207,0.4373446929339069,17.43251036369637,78.37057178052805,557.4506732673267,11.021584158415855,10.972211221122125
12,0.39999999999997726,0.1595314163987115,-0.7816826411031301,-0.1974440894640752,17.432508152475247,78.37057432178219,557.4407722772277,11.04534653465346,10.988712871287126
13,0.4333333333332803,0.0846290379816171,0.3241746538917049,-0.7693290734814983,17.432505941254124,78.3705768630363,557.4308712871288,11.069108910891064,11.005214521452126
14,0.466666666666697,-0.2195953141621591,0.974795882140396,0.5381611643602402,17.432503714333333,78.37057946966667,557.4282366666666,11.080733333333342,11.026566666666696
15,0.5,0.1235356762513312,0.7507987220447284,-0.5665601703940362,17.432501481,78.370582103,557.42857,11.0874,11.049900000000004
16,0.533333333333303,-0.0443734469293574,-0.7547035853745119,0.1249556265530706,17.432499247666666,78.37058473633334,557.4289033333333,11.09406666666666,11.07323333333331
