frame_idx,timestamp_s,roll_deg,roll_rate_dps,speed_mps
156,5.207766666666657,-0.003,0.127,8.886
157,5.241133333333323,0.037,0.101,8.886
158,5.274499999999989,0.029,-0.02,8.886
159,5.307866666666655,0.034,0.071,8.886
160,5.341233333333321,0.095,0.061,8.886
161,5.374599999999987,0.095,-0.01,8.886
162,5.407966666666653,-0.016,-0.081,8.886
163,5.441333333333319,-0.028,-0.057,8.886
164,5.474699999999984,-0.054,-0.011,8.886
165,5.50806666666665,-0.142,-0.014,8.886
166,5.541433333333316,-0.197,-0.039,8.886
167,5.574799999999982,-0.167,0.063,8.886
168,5.608166666666648,-0.214,-0.023,8.886
169,5.641533333333314,-0.255,-0.022,8.886
170,5.67489999999998,-0.217,0.003,8.886
171,5.7082666666666455,-0.21,-0.065,8.886
172,5.741633333333311,-0.274,-0.119,8.886
173,5.774999999999977,-0.234,-0.051,8.886
174,5.808366666666643,-0.123,0.046,8.886
175,5.841733333333309,-0.108,-0.029,8.886
176,5.875099999999975,-0.072,0.035,8.886
177,5.908466666666641,0.016,0.082,8.886
178,5.941833333333307,0.08,0.049,8.886
179,5.9751999999999725,0.115,0.078,8.886
