frame_idx,timestamp_s,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,yaw_rate_dps,speed_mps,speed_kmh,gps_lat,gps_lon,roll_unc_deg,pitch_unc_deg
43,1.447499999999991,2.923,-4.012,-7.926,-28.721,16.273,7.923,28.52,17.41426122,78.39434533,0.43,0.69
44,1.4808666666667705,5.296,-3.66,-0.078,6.73,38.215,7.861,28.3,17.41425956,78.3943469,0.43,0.689
45,1.514233333333209,4.579,-3.854,-6.155,-9.845,-1.402,7.797,28.07,17.4142579,78.39434844,0.43,0.689
46,1.5475999999999883,2.711,-4.13,-9.524,-12.597,-17.014,7.731,27.83,17.41425627,78.39434994,0.43,0.689
47,1.580966666666768,1.87,-3.681,-8.972,9.563,-5.133,7.665,27.59,17.41425463,78.39435144,0.429,0.688
48,1.6143333333332066,1.99,-3.31,-5.398,7.534,5.691,7.647,27.53,17.41425281,78.39435302,0.429,0.688
49,1.6476999999999862,1.394,-2.49,-2.227,21.816,-5.453,7.693,27.69,17.41425074,78.39435468,0.429,0.688
50,1.6810666666667655,0.254,-1.304,-7.246,33.928,-11.615,7.739,27.86,17.41424867,78.39435635,0.429,0.688
51,1.7144333333332042,-0.481,-1.116,-8.268,4.165,-6.893,7.787,28.03,17.41424646,78.39435785,0.429,0.688
52,1.7477999999999838,-1.284,-2.439,-13.312,-42.395,-6.57,7.839,28.22,17.41424406,78.39435912,0.429,0.688
53,1.7811666666666497,-1.66,-3.333,-5.878,-30.417,-4.78,7.891,28.41,17.41424166,78.39436038,0.429,0.688
54,1.8145333333332017,-1.989,-4.12,-6.404,-28.011,-4.371,7.912,28.48,17.41423965,78.39436184,0.429,0.688
55,1.8478999999999812,-0.236,-5.614,-0.764,-50.65,21.63,7.895,28.42,17.41423814,78.39436354,0.429,0.688
56,1.8812666666666475,1.961,-6.322,-2.143,-27.849,31.536,7.877,28.36,17.41423664,78.39436524,0.429,0.688
57,1.9146333333331995,1.476,-5.55,-3.556,17.242,-3.382,7.881,28.37,17.41423524,78.39436711,0.429,0.688
58,1.947999999999979,1.454,-4.879,-0.61,14.84,1.074,7.913,28.49,17.41423398,78.39436918,0.429,0.688
59,1.981366666666645,-0.797,-5.529,-3.424,-25.431,-29.193,7.945,28.6,17.41423271,78.39437124,0.429,0.688
60,2.014733333333197,-2.537,-5.776,-2.799,-13.615,-24.607,7.965,28.67,17.41423168,78.39437345,0.429,0.688
61,2.0480999999999767,-2.399,-4.238,-4.877,41.368,0.254,7.969,28.69,17.41423094,78.39437582,0.429,0.688
62,2.0814666666666426,-1.14,-2.834,1.671,38.655,12.863,7.973,28.7,17.41423021,78.39437818,0.429,0.688
63,2.114833333333195,-0.378,-0.976,0.852,54.107,7.936,7.977,28.72,17.41422925,78.39438042,0.429,0.688
64,2.1481999999999744,-1.62,0.378,-3.568,40.274,-16.477,7.982,28.73,17.41422802,78.39438249,0.429,0.688
65,2.18156666666664,-3.653,0.879,-9.913,15.243,-26.84,7.986,28.75,17.41422678,78.39438456,0.429,0.688
66,2.2149333333331924,-5.373,2.082,-5.091,37.44,-27.084,7.968,28.69,17.41422558,78.39438655,0.429,0.688
67,2.248299999999972,-6.226,1.684,-6.988,-10.916,-15.867,7.921,28.52,17.41422441,78.39438845,0.429,0.688
68,2.281666666666638,-6.1,2.216,-0.081,17.492,-6.305,7.875,28.35,17.41422324,78.39439036,0.429,0.689
69,2.31503333333319,-6.721,3.224,-0.12,32.738,-16.658,7.82,28.15,17.41422224,78.3943923,0.429,0.689
70,2.3483999999999696,-6.9,4.326,-3.578,36.669,-9.778,7.757,27.92,17.41422144,78.3943943,0.429,0.689
71,2.3817666666666355,-8.682,5.006,-4.074,24.717,-34.288,7.693,27.69,17.41422064,78.39439631,0.429,0.689
72,2.415133333333188,-10.08,4.944,-7.597,2.458,-28.996,7.642,27.51,17.41421982,78.39439834,0.429,0.689
73,2.4484999999999677,-9.68,5.47,-5.846,20.6,-4.973,7.606,27.38,17.41421899,78.39440041,0.428,0.689
74,2.481866666666633,-10.278,5.015,-5.779,-9.209,-19.029,7.57,27.25,17.41421815,78.39440248,0.428,0.689
75,2.5152333333331853,-10.001,4.794,-5.801,-2.354,-7.078,7.52,27.07,17.41421712,78.39440433,0.428,0.689
76,2.548599999999965,-8.516,5.881,-6.483,37.897,10.917,7.453,26.83,17.41421585,78.39440593,0.428,0.689
77,2.5819666666666308,-6.837,5.768,-5.949,1.904,15.592,7.386,26.59,17.41421459,78.39440753,0.428,0.689
78,2.615333333333183,-6.5,5.449,-3.657,-4.589,-2.974,7.288,26.24,17.41421339,78.39440897,0.428,0.689
79,2.6486999999999625,-6.1,5.341,-9.227,1.68,0.866,7.153,25.75,17.41421229,78.3944102,0.428,0.689
80,2.6820666666666284,-6.757,5.414,-12.214,7.19,-13.444,7.018,25.26,17.41421119,78.39441144,0.428,0.69
81,2.7154333333331806,-8.248,4.271,-11.932,-30.301,-28.475,6.938,24.98,17.41420997,78.39441279,0.428,0.69
82,2.74879999999996,-9.311,3.002,-12.079,-35.342,-23.426,6.922,24.92,17.4142086,78.3944143,0.428,0.69
83,2.7821666666668534,-9.21,2.764,-10.172,-4.654,-7.206,6.906,24.86,17.41420723,78.3944158,0.428,0.69
84,2.8155333333334056,-7.749,2.67,-0.662,-0.377,9.551,6.946,25.01,17.41420569,78.39441752,0.428,0.69
85,2.848899999999958,-5.857,3.194,-4.792,18.624,20.158,7.053,25.39,17.41420396,78.39441949,0.428,0.69
86,2.882266666666851,-3.977,3.938,-9.465,25.995,24.624,7.159,25.77,17.41420222,78.39442145,0.428,0.69
87,2.9156333333334032,-2.94,4.077,-4.564,8.025,11.518,7.188,25.88,17.41420049,78.39442303,0.428,0.69
88,2.9489999999999554,-1.082,3.685,-12.24,-8.274,30.057,7.131,25.67,17.41419875,78.39442417,0.428,0.69
89,2.9823666666668487,-1.078,4.441,-8.628,26.906,1.651,7.074,25.47,17.41419702,78.3944253,0.428,0.69
90,3.015733333333401,-2.249,4.045,-7.756,-7.977,-16.881,7.047,25.37,17.41419514,78.39442648,0.428,0.69
91,3.049099999999953,-3.729,4.499,-11.474,17.962,-21.694,7.053,25.39,17.4141931,78.39442772,0.428,0.69
92,3.0824666666668463,-4.884,5.053,-13.703,21.541,-17.439,7.059,25.41,17.41419107,78.39442895,0.428,0.69
93,3.1158333333333985,-4.156,4.27,-9.104,-19.292,7.761,7.069,25.45,17.41418896,78.39443028,0.428,0.69
94,3.1491999999999507,-3.036,3.866,-3.627,-8.301,12.196,7.084,25.5,17.41418675,78.39443172,0.428,0.69
95,3.182566666666844,-2.341,4.817,-5.438,33.278,7.978,7.098,25.55,17.41418455,78.39443315,0.428,0.689
96,3.215933333333396,-2.499,6.115,-11.69,44.96,-1.15,7.169,25.81,17.41418181,78.39443411,0.428,0.689
97,3.2492999999999483,-3.418,6.092,-11.682,5.384,-12.64,7.302,26.29,17.41417847,78.39443454,0.427,0.689
98,3.2826666666668416,-3.511,4.137,-10.312,-54.416,-2.168,7.434,26.76,17.41417513,78.39443497,0.427,0.689
99,3.316033333333394,-3.755,1.895,-9.412,-65.167,-4.827,7.514,27.05,17.41417268,78.39443608,0.427,0.689
100,3.349399999999946,-3.976,0.217,-13.317,-49.932,-3.112,7.538,27.14,17.41417118,78.39443792,0.427,0.689
101,3.3827666666668392,-4.864,-2.09,-14.703,-71.01,-12.388,7.561,27.22,17.41416968,78.39443975,0.427,0.689
102,3.4161333333333914,-2.39,-3.251,-4.673,-37.834,31.614,7.604,27.38,17.41416813,78.3944416,0.427,0.689
103,3.449499999999944,1.585,-3.511,2.044,-11.075,60.926,7.67,27.61,17.41416652,78.39444347,0.427,0.689
104,3.482866666666837,5.913,-0.976,3.48,75.146,77.782,7.735,27.84,17.41416492,78.39444534,0.427,0.689
105,3.516233333333389,9.885,1.486,9.393,75.335,73.387,7.726,27.81,17.41416314,78.39444687,0.427,0.689
106,3.549600000000055,12.197,7.529,10.222,188.604,43.523,7.639,27.5,17.41416117,78.39444804,0.427,0.689
107,3.5829666666668345,12.842,12.956,3.725,175.484,22.383,7.552,27.19,17.4141592,78.3944492,0.427,0.688
108,3.6163333333333862,10.229,19.171,-3.043,205.228,-21.596,7.515,27.05,17.4141572,78.39445049,0.427,0.688
109,3.649700000000053,6.335,25.332,-10.781,209.736,-43.242,7.529,27.1,17.41415517,78.39445189,0.427,0.688
110,3.683066666666832,2.146,31.473,-12.531,215.247,-55.123,7.543,27.15,17.41415313,78.39445329,0.427,0.688
111,3.716433333333384,1.399,37.934,-5.864,231.288,-6.496,7.551,27.18,17.41415102,78.39445459,0.427,0.688
112,3.74980000000005,1.009,43.665,-6.116,215.215,-2.219,7.553,27.19,17.41414881,78.39445579,0.427,0.688
113,3.7831666666668298,-1.121,48.171,-6.153,183.088,-28.796,7.555,27.2,17.41414661,78.39445699,0.427,0.688
114,3.816533333333382,-3.09,52.88,-5.805,193.982,-29.332,7.578,27.28,17.41414423,78.39445813,0.427,0.687
115,3.849900000000048,-2.072,56.692,-2.84,171.071,10.803,7.621,27.44,17.41414166,78.3944592,0.427,0.687
116,3.8832666666668274,-1.414,60.614,-3.606,178.461,7.211,7.665,27.59,17.41413909,78.39446026,0.427,0.687
117,3.91663333333338,-1.937,61.904,-12.83,101.146,-4.644,7.729,27.82,17.41413639,78.39446115,0.427,0.687
118,3.9500000000000455,-1.514,59.125,-17.085,-23.248,9.641,7.813,28.13,17.41413355,78.39446185,0.427,0.687
119,3.983366666666825,0.177,54.064,-6.715,-96.277,23.817,7.896,28.43,17.41413071,78.39446255,0.427,0.687
120,4.016733333333377,0.035,50.67,-5.874,-49.384,-0.373,7.922,28.52,17.4141282,78.39446345,0.427,0.686
121,4.050100000000043,-0.87,44.667,-12.005,-133.135,-8.46,7.891,28.41,17.41412599,78.39446455,0.427,0.686
122,4.083466666666823,0.933,38.504,-1.506,-143.745,24.057,7.86,28.3,17.41412379,78.39446565,0.427,0.686
123,4.116833333333375,1.004,31.728,-6.476,-168.503,3.69,7.851,28.26,17.41412159,78.39446679,0.427,0.686
124,4.150200000000041,0.319,25.132,-9.043,-169.381,-5.54,7.863,28.31,17.41411939,78.39446796,0.427,0.686
125,4.18356666666682,1.496,21.657,-3.797,-79.073,17.285,7.874,28.35,17.41411718,78.39446912,0.427,0.686
126,4.2169333333333725,0.385,19.19,0.267,-51.151,-14.85,7.878,28.36,17.4141148,78.39447022,0.426,0.685
127,4.250300000000038,2.244,18.402,2.458,-1.546,24.713,7.875,28.35,17.41411223,78.39447126,0.426,0.685
128,4.283666666666818,5.125,19.571,10.096,58.341,40.528,7.872,28.34,17.41410966,78.39447229,0.426,0.685
129,4.31703333333337,5.043,22.286,4.759,107.385,1.956,7.881,28.37,17.41410738,78.39447337,0.426,0.685
130,4.350400000000036,1.133,23.51,-4.21,63.959,-54.831,7.899,28.44,17.41410538,78.3944745,0.426,0.685
131,4.383766666666816,-0.032,25.238,0.127,80.881,-15.91,7.918,28.51,17.41410337,78.39447562,0.426,0.684
132,4.417133333333368,-0.052,27.868,5.957,110.511,-3.82,7.94,28.58,17.41410141,78.3944768,0.426,0.684
133,4.450500000000034,-1.112,30.721,3.637,120.089,-17.286,7.972,28.7,17.41409959,78.39447823,0.426,0.684
134,4.483866666666813,-4.92,33.387,-5.582,117.187,-63.143,8.004,28.81,17.41409777,78.39447966,0.426,0.684
135,4.517233333333365,-6.974,34.956,-0.991,85.953,-36.949,8.035,28.93,17.41409595,78.39448108,0.426,0.684
136,4.550600000000031,-5.208,37.494,6.573,117.601,11.942,8.039,28.94,17.41409399,78.39448226,0.426,0.683
137,4.583966666666811,-5.846,40.11,4.07,122.596,-17.728,8.04,28.94,17.41409202,78.39448341,0.426,0.683
138,4.617333333333363,-7.855,42.111,0.244,106.273,-38.177,8.041,28.95,17.41409005,78.39448456,0.426,0.683
139,4.650700000000029,-9.557,43.36,-0.047,85.091,-36.289,7.931,28.55,17.41408793,78.39448568,0.426,0.683
140,4.6840666666668085,-9.332,46.299,7.509,138.768,-12.844,7.752,27.91,17.41408571,78.39448677,0.426,0.683
141,4.717433333333361,-9.37,50.004,5.961,165.439,-16.039,7.574,27.27,17.4140835,78.39448786,0.426,0.682
142,4.750800000000027,-10.169,52.843,0.946,142.44,-25.701,7.499,27.0,17.414081,78.39448884,0.426,0.682
143,4.784166666666806,-11.529,55.419,-2.494,137.219,-33.893,7.639,27.5,17.4140779,78.39448956,0.426,0.682
144,4.817533333333358,-13.475,56.347,-5.966,88.969,-44.0,7.778,28.0,17.41407481,78.39449029,0.426,0.682
145,4.850900000000024,-12.259,58.728,0.43,134.985,-0.647,7.916,28.5,17.41407173,78.39449102,0.426,0.681
146,4.884266666666804,-11.132,60.216,-4.443,109.922,1.61,7.976,28.71,17.41406903,78.39449175,0.426,0.681
147,4.917633333333356,-10.545,59.529,-6.093,44.292,-3.682,8.036,28.93,17.41406633,78.39449248,0.426,0.681
148,4.951000000000022,-9.713,59.38,-6.675,60.493,0.549,8.097,29.15,17.41406363,78.3944932,0.426,0.681
149,4.984366666666801,-9.975,60.606,-5.752,103.146,-13.593,8.135,29.29,17.41406124,78.39449411,0.426,0.681
150,5.017733333333354,-11.665,60.624,-5.845,67.177,-35.218,8.165,29.4,17.41405896,78.39449508,0.426,0.68
151,5.05110000000002,-13.105,59.814,-4.567,41.818,-34.066,8.196,29.5,17.41405669,78.39449605,0.426,0.68
152,5.084466666666799,-11.244,55.611,2.756,-63.649,7.372,8.235,29.64,17.41405406,78.3944969,0.426,0.68
153,5.117833333333351,-9.118,52.158,5.415,-44.238,11.946,8.285,29.83,17.41405096,78.3944976,0.426,0.68
154,5.151200000000017,-10.813,48.905,-3.307,-41.138,-34.634,8.335,30.01,17.41404787,78.3944983,0.426,0.68
155,5.184566666666797,-12.006,44.233,-6.115,-87.909,-27.578,8.376,30.15,17.41404477,78.39449903,0.426,0.679
156,5.217933333333235,-9.277,38.745,-3.905,-117.449,23.187,8.361,30.1,17.41404161,78.39449997,0.426,0.679
157,5.251300000000015,-6.489,33.427,-1.74,-117.242,26.659,8.347,30.05,17.41403846,78.39450091,0.426,0.679
158,5.284666666666794,-4.023,28.387,-1.912,-113.568,25.607,8.332,30.0,17.4140353,78.39450185,0.426,0.679
159,5.318033333333233,-3.037,27.631,-6.384,14.224,9.845,8.356,30.08,17.41403274,78.39450271,0.426,0.679
160,5.351400000000012,-5.49,22.875,-14.62,-110.101,-32.569,8.386,30.19,17.41403028,78.39450356,0.426,0.678
161,5.384766666666792,-6.631,17.851,-11.526,-122.788,-17.725,8.417,30.3,17.41402782,78.39450441,0.426,0.678
162,5.41813333333323,-5.874,14.402,-0.663,-78.786,1.555,8.456,30.44,17.41402523,78.39450529,0.426,0.678
163,5.45150000000001,-4.079,15.176,-0.458,48.57,15.834,8.502,30.61,17.41402253,78.39450619,0.426,0.678
164,5.48486666666679,-2.629,19.509,8.918,159.381,9.542,8.548,30.77,17.41401983,78.39450709,0.425,0.677
165,5.518233333333228,-4.555,23.921,-1.041,165.999,-29.647,8.554,30.79,17.41401665,78.39450788,0.425,0.677
166,5.551600000000008,-8.866,29.165,-20.446,195.972,-68.238,8.526,30.69,17.41401308,78.39450858,0.425,0.677
167,5.584966666666787,-11.108,29.623,-7.998,53.051,-40.521,8.498,30.59,17.41400951,78.39450928,0.425,0.677
168,5.618333333333226,-10.292,26.228,-5.748,-65.497,-0.728,8.522,30.68,17.41400645,78.39451013,0.425,0.677
169,5.651700000000005,-7.962,21.397,-6.919,-112.994,20.359,8.588,30.92,17.41400382,78.3945111,0.425,0.676
170,5.685066666666785,-6.331,18.944,-4.655,-43.974,12.668,8.655,31.16,17.41400118,78.39451207,0.425,0.676
171,5.718433333333223,-7.191,17.69,-4.774,-9.137,-17.223,8.67,31.21,17.41399847,78.39451296,0.425,0.676
172,5.751800000000003,-8.86,19.264,-8.398,77.146,-28.185,8.643,31.11,17.4139957,78.39451379,0.425,0.676
173,5.785166666666783,-10.84,20.811,-7.517,77.855,-35.858,8.615,31.01,17.41399293,78.39451463,0.425,0.676
174,5.818533333333221,-10.941,23.071,-7.326,101.445,-11.519,8.612,31.0,17.41399033,78.39451563,0.425,0.675
175,5.8519000000000005,-8.797,21.746,-5.244,-7.188,16.255,8.629,31.06,17.41398786,78.39451676,0.425,0.675
176,5.88526666666678,-6.497,17.826,-1.911,-88.534,19.492,8.646,31.12,17.41398539,78.3945179,0.425,0.675
177,5.918633333333219,-4.108,12.762,-2.388,-127.551,23.653,8.681,31.25,17.41398287,78.39451905,0.425,0.675
178,5.951999999999998,-1.495,8.876,-3.588,-95.822,30.362,8.73,31.43,17.4139803,78.39452022,0.425,0.675
179,5.985366666666778,-1.506,7.024,-2.398,-36.566,-1.842,8.779,31.61,17.41397773,78.39452139,0.425,0.674
180,6.018733333333216,-1.781,7.903,-3.405,46.143,-4.731,8.814,31.73,17.41397521,78.39452244,0.425,0.674
181,6.052099999999996,-0.806,10.17,1.378,89.876,8.616,8.839,31.82,17.41397274,78.39452341,0.425,0.674
182,6.085466666666775,-0.442,12.061,0.9,80.399,2.292,8.863,31.91,17.41397028,78.39452438,0.425,0.674
183,6.118833333333214,-1.145,12.583,-0.545,39.918,-9.915,8.88,31.97,17.41396777,78.39452537,0.425,0.674
184,6.1521999999999935,-0.274,10.761,2.036,-32.02,7.72,8.892,32.01,17.41396523,78.39452637,0.425,0.673
185,6.185566666666773,1.179,7.451,2.703,-79.647,15.791,8.904,32.05,17.4139627,78.39452737,0.425,0.673
186,6.218933333333212,2.629,4.207,1.914,-80.681,17.678,8.922,32.12,17.41396012,78.39452837,0.425,0.673
187,6.252299999999991,4.629,-0.191,-0.264,-119.353,27.866,8.945,32.2,17.41395752,78.39452937,0.425,0.673
188,6.285666666666771,6.483,-3.502,-4.544,-89.859,30.122,8.967,32.28,17.41395492,78.39453037,0.425,0.673
189,6.319033333333209,7.303,-4.954,5.062,-35.506,14.194,8.987,32.35,17.41395224,78.39453133,0.425,0.673
190,6.352399999999989,6.438,-3.01,2.065,68.072,-4.43,9.006,32.42,17.4139495,78.39453227,0.425,0.672
191,6.385766666666768,5.805,0.032,0.981,103.783,-2.137,9.024,32.49,17.41394677,78.3945332,0.425,0.672
192,6.419133333333207,6.156,3.742,2.28,127.278,8.643,9.011,32.44,17.41394401,78.3945343,0.425,0.672
193,6.452499999999986,9.459,0.931,3.203,-70.775,53.732,8.975,32.31,17.41394123,78.39453553,0.425,0.672
194,6.485866666666766,11.738,-2.851,2.152,-103.385,40.581,8.939,32.18,17.41393844,78.39453675,0.425,0.672
195,6.519233333333204,12.995,-3.115,4.912,1.779,26.289,8.989,32.36,17.41393537,78.39453781,0.425,0.671
196,6.552599999999984,11.139,-0.576,1.462,88.149,-10.166,9.051,32.58,17.41393226,78.39453885,0.425,0.671
197,6.58596666666665,8.263,3.297,-3.891,131.717,-23.19,9.106,32.78,17.41392913,78.39453989,0.425,0.671
198,6.619333333333202,7.048,1.277,-2.375,-46.765,-5.914,9.127,32.86,17.41392594,78.39454092,0.425,0.671
199,6.652699999999982,5.571,-1.728,-9.271,-79.043,-7.804,9.149,32.94,17.41392275,78.39454196,0.425,0.671
200,6.686066666666648,4.561,-1.107,-1.973,30.165,-6.393,9.172,33.02,17.41391953,78.39454291,0.425,0.67
201,6.7194333333332,3.463,1.977,0.11,106.858,-9.265,9.198,33.11,17.41391627,78.39454376,0.425,0.67
202,6.752799999999979,5.12,2.432,-2.154,28.483,24.151,9.224,33.21,17.413913,78.39454462,0.425,0.67
203,6.786166666666645,8.672,-0.148,7.719,-64.858,53.02,9.19,33.08,17.41390994,78.39454535,0.425,0.67
204,6.819533333333197,10.064,-1.902,1.416,-41.709,25.537,9.138,32.9,17.41390694,78.39454606,0.425,0.67
205,6.852899999999977,10.284,-1.829,-3.118,13.104,13.612,9.098,32.75,17.4139039,78.39454679,0.425,0.67
206,6.886266666666643,10.542,-2.861,3.238,-20.972,11.808,9.182,33.06,17.41390041,78.39454779,0.425,0.669
207,6.919633333333195,10.55,-3.294,1.012,-3.439,9.784,9.266,33.36,17.41389693,78.39454879,0.425,0.669
208,6.952999999999975,10.567,-3.136,-2.514,14.412,11.142,9.305,33.5,17.41389363,78.39454976,0.425,0.669
209,6.98636666666664,9.767,-4.025,-2.019,-17.8,1.33,9.274,33.39,17.41389063,78.39455069,0.425,0.669
