frame_idx,timestamp_s,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,yaw_rate_dps,speed_mps,speed_kmh,gps_lat,gps_lon,roll_unc_deg,pitch_unc_deg
30,1.011766666666631,-0.082,0.116,0.103,2.472,0.266,3.546,12.77,17.44308519,78.35565925,0.43,0.704
31,1.0451333333332968,-0.062,0.109,0.104,-0.106,0.279,3.422,12.32,17.43460474,78.36670399,0.43,0.702
32,1.0784999999999627,0.007,-0.042,0.308,-4.558,0.656,8.59,30.92,17.43781432,78.36509852,0.43,0.7
33,1.1118666666666286,0.029,-0.123,-0.021,-2.552,0.556,4.292,15.45,17.44484924,78.35364858,0.43,0.699
34,1.1452333333332945,0.041,-0.089,0.279,0.899,0.162,3.612,13.0,17.43456757,78.36675426,0.43,0.697
35,1.1785999999999603,0.055,-0.072,0.221,0.455,0.126,8.531,30.71,17.43783068,78.36507056,0.43,0.696
36,1.2119666666666262,0.058,-0.054,0.206,0.465,0.016,4.225,15.21,17.44486982,78.35361816,0.43,0.695
37,1.245333333333292,0.092,-0.09,0.414,-1.145,0.758,3.564,12.83,17.43453041,78.36680457,0.43,0.694
38,1.278699999999958,0.129,-0.065,0.409,0.684,0.411,8.332,30.0,17.43784327,78.36504836,0.43,0.693
39,1.312066666666624,0.136,-0.014,0.419,1.505,0.127,4.291,15.45,17.44470603,78.35388746,0.43,0.692
40,1.3454333333332895,0.131,0.017,0.419,0.954,-0.144,5.082,18.3,17.44532012,78.3525084,0.43,0.691
41,1.3787999999999556,0.158,0.027,0.538,0.304,0.643,3.715,13.37,17.42255584,78.38239637,0.43,0.691
42,1.4121666666666215,0.192,0.041,0.549,0.452,0.901,3.643,13.12,17.44279007,78.35605621,0.43,0.69
43,1.4455333333332874,0.193,0.015,0.371,-0.752,0.114,5.125,18.45,17.44532121,78.35250924,0.43,0.69
44,1.478900000000067,0.2,-0.005,0.399,-0.621,0.147,8.262,29.74,17.43787495,78.36499382,0.43,0.689
45,1.5122666666667328,0.234,0.004,0.529,0.287,0.949,4.035,14.52,17.4447466,78.35382788,0.43,0.689
46,1.5456333333333987,0.245,0.002,0.462,-0.054,0.363,4.996,17.98,17.44532871,78.35250571,0.43,0.689
47,1.5790000000000646,0.204,-0.003,0.349,-0.179,-0.383,8.264,29.75,17.437685,78.3653013,0.429,0.688
48,1.6123666666667305,0.201,0.009,0.519,0.384,-0.021,3.908,14.07,17.44474196,78.3538388,0.429,0.688
49,1.6457333333333963,0.222,0.024,0.647,0.462,0.58,3.476,12.51,17.43476356,78.36650819,0.429,0.688
50,1.6791000000000622,0.252,0.007,0.699,-0.488,0.448,6.84,24.62,17.44487823,78.35280523,0.429,0.688
51,1.712466666666728,0.26,0.01,0.686,0.087,0.285,3.342,12.03,17.44562151,78.35231606,0.429,0.688
52,1.745833333333394,0.259,0.038,0.611,0.885,0.091,4.717,16.98,17.44533106,78.35250677,0.429,0.688
53,1.7792000000000598,0.254,0.056,0.636,0.568,-0.02,8.18,29.45,17.437719,78.365243,0.429,0.688
54,1.8125666666667255,0.247,0.095,0.676,1.279,-0.11,3.597,12.95,17.44497643,78.35346466,0.429,0.688
55,1.845933333333392,0.23,0.095,0.62,0.077,-0.305,4.874,17.54,17.44532523,78.35251207,0.429,0.688
56,1.8793000000000573,0.215,0.036,0.543,-1.729,-0.316,3.547,12.77,17.42227151,78.38276421,0.429,0.688
57,1.9126666666667236,0.231,0.045,0.801,0.305,0.421,3.071,11.06,17.44359389,78.3550265,0.429,0.688
58,1.9460333333333888,0.256,0.063,0.767,0.623,0.439,5.471,19.7,17.44188269,78.35848622,0.429,0.688
59,1.9794000000000551,0.283,0.026,0.873,-1.085,0.731,3.51,12.64,17.4223371,78.38267824,0.429,0.688
60,2.012766666666721,0.281,-0.002,0.621,-0.835,0.155,2.937,10.57,17.44365877,78.35494549,0.43,0.688
61,2.046133333333387,0.271,-0.006,0.502,-0.15,0.02,5.446,19.61,17.44186807,78.35851124,0.43,0.688
62,2.0795000000000528,0.248,0.01,0.38,0.516,-0.276,3.37,12.13,17.42240279,78.38259239,0.43,0.688
63,2.112866666666718,0.239,-0.004,0.39,-0.445,-0.016,2.806,10.1,17.44372373,78.35486433,0.432,0.688
64,2.1462333333333845,0.231,-0.039,0.405,-1.066,0.051,5.382,19.38,17.44185363,78.35853622,0.431,0.688
65,2.1796000000000504,0.21,-0.061,0.286,-0.734,-0.285,3.084,11.1,17.42247845,78.38249293,0.431,0.688
66,2.2129666666667163,0.207,-0.079,0.441,-0.603,0.117,2.87,10.33,17.44439173,78.35399937,0.432,0.688
67,2.246333333333382,0.194,-0.066,0.346,0.318,-0.086,4.881,17.57,17.44532466,78.35251714,0.432,0.688
68,2.279700000000048,0.114,-0.045,0.194,0.587,-0.855,8.197,29.51,17.43780923,78.36508968,0.431,0.689
69,2.313066666666714,0.115,-0.031,0.412,0.371,-0.089,2.704,9.74,17.44529439,78.35296711,0.434,0.689
70,2.34643333333338,0.113,-0.049,0.459,-0.568,-0.198,2.829,10.18,17.43411731,78.36736031,0.436,0.689
71,2.3798000000000457,0.11,-0.069,0.349,-0.681,-0.019,8.263,29.75,17.43782719,78.36505956,0.434,0.689
72,2.4131666666667115,0.133,-0.072,0.234,-0.149,1.021,2.924,10.53,17.44531764,78.35293347,0.434,0.689
73,2.4465333333333774,0.162,-0.084,0.128,-0.461,0.851,4.755,17.12,17.44532794,78.35251676,0.433,0.689
74,2.4799000000000437,0.091,-0.175,0.158,-2.905,-0.767,8.136,29.29,17.43784528,78.36502934,0.433,0.689
75,2.513266666666709,0.072,-0.18,0.158,-0.331,-0.448,3.218,11.59,17.44534101,78.35290009,0.432,0.689
76,2.546633333333375,0.065,-0.202,0.185,-0.841,-0.087,4.945,17.8,17.44533586,78.35251304,0.431,0.689
77,2.580000000000041,0.057,-0.196,0.245,-0.039,-0.096,8.447,30.41,17.4376384,78.3653629,0.431,0.689
78,2.613366666666707,0.074,-0.194,0.388,-0.115,0.462,2.897,10.43,17.44558075,78.35251614,0.432,0.689
79,2.6467333333333727,0.081,-0.208,0.212,-0.656,0.205,4.863,17.51,17.44533131,78.35251676,0.431,0.689
80,2.6801000000000386,0.049,-0.196,0.171,0.165,-0.357,8.361,30.1,17.43765732,78.36533049,0.43,0.69
81,2.7134666666667044,0.046,-0.184,0.156,0.158,-0.053,2.916,10.5,17.44560565,78.3524801,0.431,0.69
82,2.7468333333333703,0.04,-0.166,0.118,0.385,-0.117,3.068,11.05,17.43397349,78.36755484,0.431,0.69
83,2.780200000000036,0.033,-0.167,0.106,-0.225,-0.053,8.433,30.36,17.43767638,78.36529825,0.43,0.69
84,2.813566666666702,0.018,-0.156,0.035,0.178,-0.378,3.11,11.2,17.44563099,78.35244424,0.43,0.69
85,2.846933333333368,0.01,-0.153,0.049,-0.065,-0.12,4.983,17.94,17.44533506,78.35251647,0.429,0.69
86,2.880300000000034,-0.001,-0.167,-0.14,-0.599,-0.044,8.538,30.74,17.43769557,78.36526629,0.429,0.69
87,2.9136666666667,-0.073,-0.17,-0.695,-0.29,-2.196,2.761,9.94,17.44565578,78.35240795,0.432,0.69
88,2.9470333333333656,-0.048,-0.121,-0.025,1.347,0.897,2.852,10.27,17.43390476,78.36764796,0.433,0.69
89,2.9804000000000315,0.072,-0.072,0.264,1.367,1.367,8.433,30.36,17.4377147,78.36523411,0.432,0.69
90,3.0137666666666973,0.053,-0.104,0.203,-1.08,-0.769,2.808,10.11,17.44568119,78.35237175,0.434,0.69
91,3.0471333333333632,0.008,-0.082,0.097,0.55,-0.746,5.704,20.54,17.44165919,78.35886474,0.433,0.69
92,3.080500000000029,0.018,-0.07,0.154,0.291,0.122,6.898,24.83,17.44495539,78.35274098,0.432,0.69
93,3.113866666666695,0.015,-0.06,0.085,0.211,-0.087,2.902,10.45,17.44573528,78.35228592,0.432,0.69
94,3.147233333333361,0.024,-0.042,0.101,0.468,0.197,4.938,17.78,17.44534061,78.35251537,0.432,0.69
95,3.1806000000000267,0.027,-0.091,0.164,-1.554,0.079,2.792,10.05,17.42251845,78.38243953,0.434,0.689
96,3.2139666666666926,0.01,-0.084,0.038,0.107,-0.517,2.904,10.45,17.44571682,78.35231649,0.434,0.689
97,3.2473333333333585,0.042,-0.054,0.311,0.817,0.534,5.016,18.06,17.44534268,78.35251494,0.433,0.689
98,3.2807000000000244,0.073,-0.095,0.647,-1.345,0.855,2.554,9.19,17.42258939,78.38234753,0.437,0.689
99,3.3140666666666903,0.069,-0.091,0.424,0.008,-0.248,3.027,10.9,17.44574101,78.35228915,0.436,0.689
100,3.347433333333356,0.074,-0.053,0.441,1.05,0.001,5.071,18.26,17.4453448,78.35251453,0.434,0.689
101,3.380800000000022,0.122,-0.095,0.851,-1.375,1.512,2.585,9.31,17.42266032,78.38225537,0.438,0.689
102,3.414166666666688,0.163,-0.123,0.68,-0.971,1.151,3.09,11.13,17.44572302,78.35232415,0.437,0.689
103,3.4475333333333538,0.129,-0.147,0.466,-0.889,-0.54,5.954,21.43,17.44160289,78.35896164,0.435,0.689
104,3.48090000000002,0.121,-0.125,0.499,0.512,-0.138,6.883,24.78,17.44498352,78.35271853,0.434,0.689
105,3.514266666666685,0.156,-0.146,0.737,-0.779,0.86,3.124,11.25,17.4457425,78.35229482,0.432,0.689
106,3.5476333333333514,0.207,-0.186,0.698,-1.406,0.974,5.044,18.16,17.445355,78.35251026,0.432,0.689
107,3.5810000000000173,0.202,-0.215,0.401,-1.134,0.121,2.887,10.39,17.4221084,78.3829733,0.432,0.688
108,3.614366666666683,0.167,-0.19,0.212,0.535,-0.669,3.343,12.03,17.44574346,78.35229793,0.431,0.688
109,3.647733333333349,0.132,-0.15,0.214,1.046,-0.491,5.137,18.49,17.44535725,78.35250993,0.431,0.688
110,3.681100000000015,0.136,-0.134,0.405,0.296,0.156,2.364,8.51,17.42218104,78.38287875,0.438,0.688
111,3.714466666666681,0.146,-0.172,0.421,-1.32,0.36,3.458,12.45,17.44574462,78.35230082,0.436,0.688
112,3.7478333333333462,0.134,-0.203,0.182,-1.154,-0.034,5.269,18.97,17.44535965,78.35250938,0.434,0.688
113,3.781200000000013,0.12,-0.191,0.167,0.129,-0.678,2.302,8.29,17.42224957,78.38278949,0.442,0.688
114,3.8145666666666784,0.092,-0.159,0.132,0.762,-0.505,3.645,13.12,17.44545118,78.35269129,0.439,0.687
115,3.847933333333344,0.082,-0.127,0.196,0.799,-0.21,2.782,10.02,17.43395558,78.36760337,0.44,0.687
116,3.88130000000001,0.079,-0.121,0.233,0.035,0.008,6.856,24.68,17.44498852,78.35270888,0.438,0.687
117,3.914666666666676,0.079,-0.138,0.257,-0.673,0.066,3.758,13.53,17.44574752,78.35230682,0.436,0.687
118,3.948033333333342,0.069,-0.164,0.022,-0.983,-0.107,2.741,9.87,17.43392161,78.36765029,0.438,0.687
119,3.981400000000008,0.025,-0.163,0.023,-0.161,-0.409,8.98,32.33,17.43766366,78.36529733,0.436,0.687
120,4.014766666666674,-0.007,-0.139,-0.034,0.548,-0.691,3.775,13.59,17.44570129,78.35239552,0.434,0.686
121,4.04813333333334,-0.029,-0.092,-0.135,1.273,-0.744,2.713,9.77,17.43388758,78.36769734,0.437,0.686
122,4.0815000000000055,-0.053,-0.058,-0.068,0.931,-0.242,9.046,32.56,17.43768236,78.36526511,0.435,0.686
123,4.114866666666671,-0.031,-0.069,0.149,-0.436,0.403,3.89,14.0,17.44572805,78.35235937,0.434,0.686
124,4.148233333333337,0.01,-0.098,0.191,-1.015,0.575,6.525,23.49,17.4416292,78.35893281,0.432,0.686
125,4.181600000000003,0.038,-0.128,0.043,-1.074,0.482,6.713,24.17,17.44500886,78.35269312,0.431,0.686
126,4.214966666666669,0.026,-0.152,0.027,-0.892,-0.173,4.114,14.81,17.44574054,78.3523217,0.43,0.685
127,4.248333333333335,-0.01,-0.141,0.08,0.147,-0.538,6.619,23.83,17.44167791,78.358857,0.43,0.685
128,4.281700000000001,-0.038,-0.094,0.05,1.273,-0.435,6.665,24.0,17.44501571,78.35268794,0.429,0.685
129,4.315066666666667,-0.06,-0.04,-0.021,1.537,-0.565,4.114,14.81,17.44574558,78.35232301,0.429,0.685
130,4.3484333333333325,-0.06,-0.022,0.111,0.461,-0.124,5.282,19.02,17.44538618,78.35250181,0.428,0.685
131,4.381799999999998,-0.052,-0.025,0.242,-0.136,0.516,1.412,5.08,17.42265655,78.38226141,0.444,0.684
132,4.415166666666664,-0.03,-0.041,0.237,-0.565,0.314,4.179,15.04,17.44520603,78.35304508,0.441,0.684
133,4.44853333333333,-0.006,-0.081,0.223,-1.311,0.262,6.756,24.32,17.44164998,78.35890655,0.438,0.684
134,4.481899999999996,-0.007,-0.104,0.051,-0.86,0.252,1.232,4.44,17.42272518,78.38217323,0.455,0.684
135,4.515266666666662,-0.003,-0.11,0.078,-0.319,0.08,4.239,15.26,17.44527676,78.35296015,0.45,0.684
136,4.548633333333328,-0.025,-0.097,0.151,0.243,-0.341,6.806,24.5,17.44169877,78.35883137,0.446,0.683
137,4.581999999999994,-0.049,-0.068,0.098,0.756,-0.418,6.344,22.84,17.4450137,78.3526839,0.442,0.683
138,4.61536666666666,-0.057,-0.025,0.087,1.228,-0.272,4.622,16.64,17.44574014,78.35233784,0.44,0.683
139,4.648733333333325,-0.07,0.026,0.013,1.493,-0.293,5.396,19.43,17.44540584,78.35249621,0.437,0.683
140,4.682099999999991,-0.071,0.034,0.045,0.226,-0.053,0.985,3.55,17.4221859,78.38287207,0.455,0.683
141,4.715466666666657,-0.073,0.056,0.041,0.681,-0.173,4.356,15.68,17.44474253,78.35366556,0.45,0.682
142,4.748833333333323,-0.063,0.063,0.15,0.213,0.066,2.959,10.65,17.43419182,78.3673265,0.447,0.682
143,4.782199999999989,-0.031,0.035,0.22,-0.845,0.241,9.395,33.82,17.43757059,78.36542668,0.443,0.682
144,4.815566666666655,-0.014,0.009,0.169,-0.819,0.263,4.572,16.46,17.44567702,78.35249415,0.44,0.682
145,4.848933333333321,0.022,-0.036,0.221,-1.423,0.58,5.297,19.07,17.44540521,78.352499,0.438,0.681
146,4.8822999999999865,0.02,-0.053,0.059,-0.597,0.193,1.162,4.18,17.42232872,78.38268655,0.454,0.681
147,4.915666666666652,0.024,-0.076,0.097,-0.804,0.129,4.559,16.41,17.44555378,78.35262907,0.449,0.681
148,4.949033333333318,0.015,-0.064,0.162,0.248,-0.324,2.903,10.45,17.4339415,78.36765777,0.447,0.681
149,4.982399999999984,-0.024,-0.04,0.036,0.628,-0.604,5.93,21.35,17.44503963,78.35266493,0.443,0.681
